"","Study_ID","First_author","Year_published","ES_ID","Common_species","Strain","Strain_notes","Sex","Housing","Notes_housing","Age_EE_exposure","Notes_age_EE_exposure","Age_stress_exposure","Notes_age_stress_exposure","Age_assay","Notes_age_assay","Type_EE_exposure","Type_EE_details","EE_exercise","EE_social","Type_stress_exposure","Type_stress_details","Stress_duration","Notes_stress_duration","Exposure_order","Learning_vs_memory","Type_assay","Type_reinforcement","Response_assay_name","Response_details","Response_unit","Response_percent","Response_notes","Response_direction","Data_location","CC_n","CC_mean","CC_median","CC_SD","CC_SE","CC_25thpercentile","CC_75thpercentile","EC_n","EC_mean","EC_median","EC_SD","EC_SE","EC_25thpercentile","EC_75thpercentile","CS_n","CS_mean","CS_median","CS_SD","CS_SE","CS_25thpercentile","CS_7thpercentile","ES_n","ES_mean","ES_median","ES_SD","ES_SE","ES_25thpercentile","ES_75thoercentile","Original_names","ROB_blinding","Blinding_notes","ROB_randomisation","Randomisation_notes","Contact_author","Date_contacted","Author_response","General_comments","Stats_comments","lnRR_E","lnRRV_E","lnRR_S","lnRRV_S","lnRR_ES","lnRRV_ES","SMD_E","SMDV_E","SMD_S","SMDV_S","SMD_ES","SMDV_ES","lnRR_E2","lnRRV_E2","lnRR_S2","lnRRV_S2","lnRR_ES2","lnRRV_ES2","lnRR_E3","lnRRV_E3","lnRR_S3","lnRRV_S3","lnRR_Ea","lnRR_Sa","lnRR_ESa","lnRR_E2a","lnRR_S2a","lnRR_ES2a","lnRR_E3a","lnRR_S3a","SMD_Ea","SMD_Sa","SMD_ESa"
"71",11,"Nawaz",2018,31,"Rat","Wistar",NA,"Male",3,NA,"Adult",NA,"Adult",NA,"Adult",NA,"Combination","Shelter, toys, pipes, wheel","Exercise","Non-social","Restraint",NA,"Chronic",NA,"Stress first","Memory","Conditioning","Aversive","Morris water maze","Short term memory escape latency","sec","no","Only used 'after restraint stress'",2,"Fig. 1",6,28.95,NA,3.95,NA,NA,NA,6,21.81,NA,3.2,NA,NA,NA,6,49.03,NA,5.06,NA,NA,NA,6,36.96,NA,2.96,NA,NA,NA,"CC = control, EC = EE, CS = stress, ES = EE + stress",3,NA,3,NA,NA,NA,NA,NA,NA,-0.282820862929892,0.00204630139466239,0.527122367576618,0.00204630139466239,0.000605514915808403,0.0095347082757795,-2.47571898104012,18.5542200859137,4.54032169193355,18.5542200859137,-1.27072301681705,0.794358009855882,-0.283201623805467,0.00669061858913137,0.526862151644138,0.00487785597012145,0.244266042754479,0.00417171972012806,-0.282596108889658,0.00284408968664812,0.527467666559946,0.00465685230565805,0.282820862929892,-0.527122367576618,-0.000605514915808403,0.283201623805467,-0.526862151644138,-0.244266042754479,0.282596108889658,-0.527467666559946,2.47571898104012,-4.54032169193355,1.27072301681705
"72",11,"Nawaz",2018,32,"Rat","Wistar",NA,"Male",3,NA,"Adult",NA,"Adult",NA,"Adult",NA,"Combination","Shelter, toys, pipes, wheel","Exercise","Non-social","Restraint",NA,"Chronic",NA,"Stress first","Memory","Conditioning","Aversive","Morris water maze","Long term memort escape latency","sec","no","Only used 'after restraint stress'",2,"Fig. 2",6,62.98,NA,4.81,NA,NA,NA,6,43.97,NA,7.1,NA,NA,NA,6,91.83,NA,5.04,NA,NA,NA,6,66.64,NA,5.04,NA,NA,NA,"CC = control, EC = EE, CS = stress, ES = EE + stress",3,NA,3,NA,NA,NA,NA,NA,NA,-0.336188057638211,0.0013702946416038,0.393203865426302,0.0013702946416038,0.0386755887133163,0.00677314358713661,-3.96369835954131,47.2993807229581,4.62012985256942,47.2993807229581,-1.10840071773599,0.993977180946468,-0.35930963248016,0.00531777838476816,0.377121825952552,0.00147419338914835,0.0564877821857088,0.00192547319772545,-0.320634043766844,0.00145536520236845,0.415797414665869,0.00529895019798826,0.336188057638211,-0.393203865426302,-0.0386755887133163,0.35930963248016,-0.377121825952552,-0.0564877821857088,0.320634043766844,-0.415797414665869,3.96369835954131,-4.62012985256942,1.10840071773599
"73",13,"Sun",2016,35,"Rat","Sprague-Dawley",NA,"Male",3,NA,"Adult",NA,"Adult",NA,"Adult",NA,"Combination","objects, toys, running wheel","Exercise","Non-social","Shock",NA,"Acute","shock","Concurrently","Memory","Conditioning","Aversive","Morris water maze","time in training quadrant","sec","no",NA,1,"Fig. 3b",12,19.69,NA,1.8,"0.52",NA,NA,12,21.77,NA,6.51,"1.88",NA,NA,12,12.71,NA,1.8,"0.52",NA,NA,12,20.31,NA,5.44,"1.57",NA,NA,"CC = Con + SE, EC = Con + EE, CS = IFS +EE, ES = IFS + EE",1,NA,1,NA,NA,NA,NA,NA,NA,0.26141414563117,0.00390160547843262,-0.227615668515652,0.00390160547843262,0.368302307795509,0.0157981995983121,1.09287034636984,7.24952689718053,-0.952874558198498,7.24952689718053,1.24641411404164,0.345774641603901,0.100421982595422,0.00814826779057637,-0.437721807449671,0.00236779199185634,0.031002482941259,0.00667498333429501,0.46872429039093,0.00764993180773576,-0.0694194996541628,0.0134304076064558,0.26141414563117,-0.227615668515652,0.368302307795509,0.100421982595422,-0.437721807449671,0.031002482941259,0.46872429039093,-0.0694194996541628,1.09287034636984,-0.952874558198498,1.24641411404164
"74",15,"Cordier",2021,40,"Rat","Wistar",NA,"Male",3,"mixed sex for stress, single sex for EE","Adolescent","PND 21","Early postnatal",NA,"Adult",NA,"Combination","toys, wheel, climbing, novelty","Exercise","Social","MS",NA,"Chronic",NA,"Stress first","Learning","Conditioning","Aversive","Barnes maze","latency to initiate search","sec","no","trial 3",2,"Fig. 1c",7,3.4,3.05,1.92,NA,2.28,4.87,7,7.81,7.61,4.51,NA,4.87,10.96,7,6.04,5.03,4.74,NA,3.35,9.75,7,6.19,6.55,9.6,"3.5",3.65,8.38,"CC = AFR/NE, EC = AFR/EE, CS = MS/NE, ES = MS/EE",3,NA,1,NA,NA,NA,NA,"mean and sd calculated from median and IQR (Wan et al 2014)",NA,0.394101349457849,0.123924379702224,0.0870857126150124,0.123924379702224,-0.807098457479698,0.524782099195072,0.387256293625836,0.667743172192013,0.0866231183110425,0.667743172192013,-0.723557811774589,0.574106561374157,0.831629532229479,0.0931940451128233,0.574628580324608,0.133536268572137,0.599159655074389,0.38916399509983,0.0245310747497813,0.431588054082249,-0.23246987715509,0.391245830622935,-0.394101349457849,-0.0870857126150124,0.807098457479698,-0.831629532229479,-0.574628580324608,-0.599159655074389,-0.0245310747497813,0.23246987715509,-0.387256293625836,-0.0866231183110425,0.723557811774589
"75",15,"Cordier",2021,41,"Rat","Wistar",NA,"Male",3,"mixed sex for stress, single sex for EE","Adolescent","PND 21","Early postnatal",NA,"Adult",NA,"Combination","toys, wheel, climbing, novelty","Exercise","Social","MS",NA,"Chronic",NA,"Stress first","Learning","Conditioning","Aversive","Barnes maze","latency to locate escape hole","sec","no","trial 3",2,"Fig. 1a",7,90.5,91.19,19.96,NA,76.68,103.63,7,67.01,68.39,15.35,NA,55.96,76.68,7,61.48,43.52,58.33,NA,31.09,109.84,7,31.78,35.23,37.83,"13.81",20.73,39.38,"CC = AFR/NE, EC = AFR/EE, CS = MS/NE, ES = MS/EE",3,NA,1,NA,NA,NA,NA,"mean and sd calculated from median and IQR (Wan et al 2014)",NA,-0.430752548185256,0.0479046051726027,-0.52409765693347,0.0479046051726027,-0.359366768841024,0.345464747307752,-0.719340851536357,1.95393655526882,-0.868916144222804,1.95393655526882,-0.167967914571941,0.580668772512304,-0.300507988720801,0.0144452280022429,-0.386637932035486,0.13554231371371,-1.04651268959731,0.209375319638553,-0.659874757561825,0.331019519305509,-0.74600470087651,0.209922433594041,0.430752548185256,0.52409765693347,0.359366768841024,0.300507988720801,0.386637932035486,1.04651268959731,0.659874757561825,0.74600470087651,0.719340851536357,0.868916144222804,0.167967914571941
"76",15,"Cordier",2021,43,"Rat","Wistar",NA,"Male",3,"mixed sex for stress, single sex for EE","Adolescent","PND 21","Early postnatal",NA,"Adult",NA,"Combination","toys, wheel, climbing, novelty","Exercise","Social","MS",NA,"Chronic",NA,"Stress first","Memory","Conditioning","Aversive","Barnes maze","time in training quadrant","sec","no",NA,1,"Fig. 2b",7,22.03,22.03,1.14,NA,21.26,22.8,7,38,36.33,11.73,NA,30.92,46.76,7,35.17,35.17,13.74,NA,25.89,44.44,7,53.88,54.85,39.31,"14.36",43.71,63.09,"CC = AFR/NE, EC = AFR/EE, CS = MS/NE, ES = MS/EE",3,NA,1,NA,NA,NA,NA,"mean and sd calculated from median and IQR (Wan et al 2014)",NA,0.473929479435145,0.0367777605080795,0.394353572471919,0.0367777605080795,-0.118615093855862,0.111840432082126,0.801337151931462,2.39035145158684,0.670553752856143,2.39035145158684,0.126624209705433,0.582895379126172,0.545180998912134,0.0139948225259488,0.467788285671639,0.0221862697683793,0.894354190727911,0.0764244300316229,0.426565905056272,0.0978456095561773,0.349173191815777,0.0896541623137469,0.473929479435145,0.394353572471919,-0.118615093855862,0.545180998912134,0.467788285671639,0.894354190727911,0.426565905056272,0.349173191815777,0.801337151931462,0.670553752856143,0.126624209705433
"77",15,"Cordier",2021,46,"Rat","Wistar",NA,"Male",3,"mixed sex for stress, single sex for EE","Adolescent","PND 21","Early postnatal",NA,"Adult",NA,"Combination","toys, wheel, climbing, novelty","Exercise","Social","MS",NA,"Chronic",NA,"Stress first","Memory","Conditioning","Aversive","Barnes maze","latency to escape","sec","no",NA,2,"Fig. 2c",7,75.38,77.39,18.61,NA,61.81,86.93,7,33,34.67,8.93,NA,26.13,38.19,7,52.43,51.26,10.05,NA,46.23,59.8,7,18.59,15.08,33.63,"12.28",12.06,28.64,"CC = AFR/NE, EC = AFR/EE, CS = MS/NE, ES = MS/EE",3,NA,1,NA,NA,NA,NA,"mean and sd calculated from median and IQR (Wan et al 2014)",NA,-0.907216930887065,0.0688973741660685,-0.422682042623026,0.0688973741660685,-0.210820718478579,0.491933813336252,-1.87184246170765,12.4061368479383,-0.91750241891102,12.4061368479383,0.419457743977522,0.633996325025924,-0.826034426372509,0.0191683700249285,-0.363063041254548,0.0139562519446181,-1.39991818610564,0.476223748548925,-1.03685514485109,0.472765443311324,-0.573883759733127,0.477977561391634,0.907216930887065,0.422682042623026,0.210820718478579,0.826034426372509,0.363063041254548,1.39991818610564,1.03685514485109,0.573883759733127,1.87184246170765,0.91750241891102,-0.419457743977522
"78",16,"Dandi",2018,48,"Rat","Wistar",NA,"Mixed",2,"same gender pairs","Adolescent","PND23","Early postnatal",NA,"Adult",NA,"Combination","toys, wheel, tunnel, novelty","Exercise","Social","MS",NA,"Chronic",NA,"Stress first","Learning","Conditioning","Aversive","Morris water maze","Latency to find platform","sec","no","Trial 4",2,"Fig. 4",10,12.67,NA,6.8,"2.15",NA,NA,13,10.04,NA,4.95,"1.43",NA,NA,12,17.93,NA,5.79,"1.67",NA,NA,12,9.56,NA,6.62,"1.91",NA,NA,"CC = NMS + Sh, EC  = NMS + EE, CS = MS + Sh, ES = MS + EE",1,NA,1,NA,NA,NA,NA,NA,NA,-0.445470442721863,0.0223346710821217,0.191016946059687,0.0223346710821217,-0.396227680484267,0.0961522839344254,-0.912834817678659,4.98134343655021,0.39666822077309,4.98134343655021,-0.952667609722818,0.352454290444706,-0.232659880069465,0.0475029744061542,0.347238293283994,0.0374946926666669,-0.281649267269738,0.0687641812453383,-0.628887560553732,0.0486493095282712,-0.0489893872002729,0.0586575912677585,0.445470442721863,-0.191016946059687,0.396227680484267,0.232659880069465,-0.347238293283994,0.281649267269738,0.628887560553732,0.0489893872002729,0.912834817678659,-0.39666822077309,0.952667609722818
"79",16,"Dandi",2018,49,"Rat","Wistar",NA,"Mixed",2,"same gender pairs","Adolescent","PND23","Early postnatal",NA,"Adult",NA,"Combination","toys, wheel, tunnel, novelty","Exercise","Social","MS",NA,"Chronic",NA,"Stress first","Memory","Conditioning","Aversive","Morris water maze","Time spent in target quadrant","sec","no",NA,1,"Fig. 5a",10,23.43,NA,5.28,"1.67",NA,NA,13,21.26,NA,3.29,"0.95",NA,NA,12,17.57,NA,3.74,"1.08",NA,NA,12,21.39,NA,3.33,"0.96",NA,NA,"CC = NMS + Sh, EC  = NMS + EE, CS = MS + Sh, ES = MS + EE",1,NA,1,NA,NA,NA,NA,NA,NA,0.0394552072333805,0.00331759543049222,-0.137214284171026,0.00331759543049222,0.293920500501211,0.0127160710027417,0.21111822824965,0.347751510405655,-0.733156029012418,0.347751510405655,1.53284628753382,0.344063902167395,-0.0971898796059025,0.00692049445862733,-0.287824350320698,0.00885423965699919,-0.0910937294253902,0.00709805182462762,0.196730620895308,0.00579557654411441,0.00609615018051235,0.00386183134574256,0.0394552072333805,-0.137214284171026,0.293920500501211,-0.0971898796059025,-0.287824350320698,-0.0910937294253902,0.196730620895308,0.00609615018051235,0.21111822824965,-0.733156029012418,1.53284628753382
"80",18,"Gonzales-Pardo",2019,53,"Rat","Wistar",NA,"Male",3,NA,"Adolescent","PND 21","Early postnatal",NA,"Adult",NA,"Combination","objects, bedding, wheel","Exercise","Social","MS",NA,"Chronic",NA,"Stress first","Learning","Conditioning","Aversive","Morris water maze","Escape latency","sec","no","Day 4",2,"Raw data",10,20.62,NA,9.36,NA,NA,NA,10,12.77,NA,5.32,NA,NA,NA,10,17.97,NA,8.41,NA,NA,NA,10,12.87,NA,8.38,NA,NA,NA,"CC = AFR/NE, EC = AFR/EE, CS = MS/NE, ES = MS/EE",3,"mention blinding but only for one of the behaviours",1,NA,NA,NA,NA,NA,NA,-0.408839543497058,0.0256196101350975,-0.0794439052604345,0.0256196101350975,0.145358129356933,0.102259956720056,-0.808011840805814,3.364415674412,-0.159106578691492,3.364415674412,0.343171052079689,0.40816103918603,-0.479162808544366,0.0379607567915745,-0.137557777793346,0.0425076916951073,-0.471362456980779,0.0630016749281072,-0.333804679187432,0.0642991999284817,0.00780035156358716,0.0597522650249489,0.408839543497058,0.0794439052604345,-0.145358129356933,0.479162808544366,0.137557777793346,0.471362456980779,0.333804679187432,-0.00780035156358716,0.808011840805814,0.159106578691492,-0.343171052079689
"81",19,"Gaun",2021,55,"Rat","Wistar",NA,"Mixed",3,NA,"Adolescent","PND 21","Prenatal",NA,"Adolescent","PND 50","Combination","objects, wheel. Complexity","Exercise","Social","Combination","CUMS","Chronic",NA,"Stress first","Learning","Conditioning","Aversive","Morris water maze","Escape latency","sec","no","Day 5",2,"Fig. 5a",16,22.38,NA,3.76,NA,NA,NA,16,27.13,NA,6.73,NA,NA,NA,16,30.3,NA,3.56,NA,NA,NA,16,20,NA,3.17,NA,NA,NA,"CC = OPC, EC = OPC + EE, CS = OPS, ES = OPS + EE",3,NA,1,NA,NA,NA,NA,NA,NA,-0.111326135939441,0.00216099473737451,0.0158304077323614,0.00216099473737451,-0.607887862748394,0.0080430715284039,-0.612323982464492,3.0620252760094,0.0871596299363869,3.0620252760094,-3.32089222922184,0.252929223902353,0.192472423787061,0.00561016145814254,0.302980009631544,0.00262691958250409,-0.112435429329788,0.00333429076224273,-0.415415438961332,0.00243291007026136,-0.30490785311685,0.00541615194589981,0.111326135939441,-0.0158304077323614,0.607887862748394,-0.192472423787061,-0.302980009631544,0.112435429329788,0.415415438961332,0.30490785311685,0.612323982464492,-0.0871596299363869,3.32089222922184
"82",20,"Hui",2011,59,"Rat","Sprague-Dawley",NA,"Mixed",3,NA,"Adolescent","PND 21","Early postnatal",NA,"Adult","PND 61","Combination","objects, wheel","Exercise","Social","MS",NA,"Chronic",NA,"Stress first","Learning","Conditioning","Aversive","Morris water maze","Latency to platform","sec","no",NA,2,"Fig. 4a",13,32,NA,8.8,NA,NA,NA,13,26.8,NA,5.2,NA,NA,NA,13,54,NA,9.2,NA,NA,NA,13,18,NA,4.8,NA,NA,NA,"CC = NMS, EC = NMS + EE, CS = MS, ES = MS + EE",1,NA,1,NA,NA,NA,NA,NA,NA,-0.652139156832568,0.00360513205937615,0.202524264111474,0.00360513205937615,-0.921278273385195,0.0164161351686052,-2.82856043736261,52.0818250377074,0.906237810028798,52.0818250377074,-4.22910978013439,0.384622636036663,-0.177334015282915,0.00871327561389379,0.523248143764548,0.00805008177693363,-0.575364144903562,0.0112873931623932,-1.09861228866811,0.00770285955471141,-0.398030129620647,0.00836605339167157,0.652139156832568,-0.202524264111474,0.921278273385195,0.177334015282915,-0.523248143764548,0.575364144903562,1.09861228866811,0.398030129620647,2.82856043736261,-0.906237810028798,4.22910978013439
"83",20,"Hui",2011,60,"Rat","Sprague-Dawley",NA,"Mixed",3,NA,"Adolescent","PND 21","Early postnatal",NA,"Adult","PND 61","Combination","objects, wheel","Exercise","Social","MS",NA,"Chronic",NA,"Stress first","Memory","Conditioning","Aversive","Morris water maze","Time in target quadrant","sec","no","Trial 4",1,"Fig. 4b",13,59,NA,6.91,NA,NA,NA,13,64.05,NA,9.04,NA,NA,NA,13,45.71,NA,6.65,NA,NA,NA,13,62.72,NA,5.85,NA,NA,NA,"CC = NMS, EC = NMS + EE, CS = MS, ES = MS + EE",1,NA,1,NA,NA,NA,NA,NA,NA,0.191179796651265,0.00120022557908108,-0.126485973352974,0.00120022557908108,0.234236699261475,0.00488476414947029,1.5298995262155,15.2907747189667,-1.01392253278652,15.2907747189667,1.65889377457274,0.330198005387638,0.0821265844370238,0.00258747703586597,-0.255220351562067,0.00268322325306551,0.0611429321364323,0.00172433721258177,0.316363283698499,0.00229728711360432,-0.0209836523005915,0.00220154089640477,0.191179796651265,-0.126485973352974,0.234236699261475,0.0821265844370238,-0.255220351562067,0.0611429321364323,0.316363283698499,-0.0209836523005915,1.5298995262155,-1.01392253278652,1.65889377457274
"84",21,"Lui",2011,61,"Rat","Sprague-Dawley",NA,"Male",3,NA,"Adolescent","PND 22","Prenatal",NA,"Adult",NA,"Combination","objects ,wheel, size","Exercise","Social","MS",NA,"Chronic",NA,"Stress first","Learning","Conditioning","Aversive","Morris water maze","Escape latency","sec","no","Day 4",2,"Fig. 1",5,14.71,NA,9.97,"4.46",NA,NA,5,15.01,NA,6.31,"2.82",NA,NA,5,17.83,NA,7.65,"3.42",NA,NA,5,11,NA,4.65,"2.08",NA,NA,"CC = PC/SE, EC = PC/EE, CS = PS/SE, ES = PS/EE",3,NA,3,"only mentioned that stress treatment was random",NA,NA,NA,NA,NA,-0.223989022330332,0.0479923110199955,-0.0304037081992479,0.0479923110199955,-0.503176270108702,0.199776262482609,-0.440892268138573,0.685964980260939,-0.0600909829469112,0.685964980260939,-0.962806086317925,0.804859649802609,0.0201891110320243,0.127219441984193,0.192354897261703,0.128691646476544,-0.290632261814975,0.127614164821103,-0.482987159076678,0.0725568204984156,-0.310821372847,0.0710846160060652,0.223989022330332,0.0304037081992479,0.503176270108702,-0.0201891110320243,-0.192354897261703,0.290632261814975,0.482987159076678,0.310821372847,0.440892268138573,0.0600909829469112,0.962806086317925
"85",25,"van der Veen",2015,76,"Rat","Wistar",NA,"Male",3,NA,"Adolescent","PND 21","Early postnatal",NA,"Adult",NA,"Combination","shelter, complexity, wheel, ladder","Exercise","Social","MS",NA,"Chronic",NA,"Stress first","Learning","Conditioning","Appetitive","5-choice task","Latency to correct hole","sec","no",NA,2,"Table 1",8,0.73,NA,0.11,"0.04",NA,NA,16,0.61,NA,0.04,"0.01",NA,NA,8,0.68,NA,0.08,"0.03",NA,NA,8,0.66,NA,0.12,"0.03",NA,NA,"CC = No-MD standard, EC = No-MD Complex, CS = MS standard, ES = MD Complex",3,NA,3,NA,NA,NA,NA,NA,NA,-0.104572803919577,0.00234117322266132,1.66533453693773e-16,0.00234117322266132,0.149732613825399,0.00896932374512202,-0.832867873678592,3.5777194750295,1.32095584261224e-15,3.5777194750295,1.18981124811227,0.446170861187574,-0.17958557697508,0.00310698853393496,-0.0709517359722844,0.00456834737913136,-0.100804699121966,0.00697047497786166,-0.0298529631496812,0.00586233521118705,0.0787808778531143,0.00440097636599066,0.104572803919577,-1.66533453693773e-16,-0.149732613825399,0.17958557697508,0.0709517359722844,0.100804699121966,0.0298529631496812,-0.0787808778531143,0.832867873678592,-1.32095584261224e-15,-1.18981124811227
"86",27,"Vivinetto",2013,86,"Rat","Wistar",NA,"Male",3,NA,"Adolescent","PND 21","Early postnatal",NA,"Adult","PND 67-73","Combination","toys, wheel","Exercise","Social","MS",NA,"Chronic",NA,"Stress first","Memory","Recognition","Not applicable","Novel object recognition","Latency to explore NO","sec","no",NA,2,"Fig. 3b",11,266.92,NA,192.46,"58.03",NA,NA,13,397.49,NA,191.78,"53.19",NA,NA,7,159.57,NA,432.69,"163.54",NA,NA,7,323.02,NA,189.61,"59.96",NA,NA,"CC = AFR NE, EC = AFR EE, CS = MS NE, ES = MS EE",3,NA,1,NA,NA,NA,NA,NA,NA,0.524370374595775,0.180896780523941,-0.319731996917691,0.180896780523941,0.307010754878204,1.16478905215558,0.584502585668918,1.73619215849145,-0.361452486655067,1.73619215849145,0.130728828085124,0.45804175976558,0.398220788509827,0.0651700244636935,-0.51446629061307,1.09765982553277,0.190765252774961,0.0964862383206735,0.705231543388031,1.09961902769189,-0.207455535734867,0.0671292266228151,-0.524370374595775,0.319731996917691,-0.307010754878204,-0.398220788509827,0.51446629061307,-0.190765252774961,-0.705231543388031,0.207455535734867,-0.584502585668918,0.361452486655067,-0.130728828085124
"87",27,"Vivinetto",2013,87,"Rat","Wistar",NA,"Male",3,NA,"Adolescent","PND 21","Early postnatal",NA,"Adult","PND 67-73","Combination","toys, wheel","Exercise","Social","MS",NA,"Chronic",NA,"Stress first","Memory","Conditioning","Aversive","Inhibitory avoidance","Latency to step down","sec","no",NA,1,"Fig. 4a",9,303.06,NA,66.69,"22.23",NA,NA,9,286.59,NA,66.69,"22.23",NA,NA,7,193.53,NA,67.55,"25.53",NA,NA,7,285.76,NA,65.11,"20.59",NA,NA,"CC = AFR NE, EC = AFR EE, CS = MS NE, ES = MS EE",3,NA,1,NA,NA,NA,NA,NA,NA,0.141985956424301,0.00800456217317761,-0.207223298347694,0.00800456217317761,0.445597941233864,0.0362178707182583,0.569275251391133,1.42328137436988,-0.829266324492153,1.42328137436988,1.63358552867519,0.513000169059109,-0.0558781827579899,0.0113971675127311,-0.448498266495756,0.0227847687292893,-0.0587785080198824,0.0127969109834941,0.389719758475874,0.0248207032055272,-0.00290032526189243,0.013433101988969,0.141985956424301,-0.207223298347694,0.445597941233864,-0.0558781827579899,-0.448498266495756,-0.0587785080198824,0.389719758475874,-0.00290032526189243,0.569275251391133,-0.829266324492153,1.63358552867519
"88",27,"Vivinetto",2013,88,"Rat","Wistar",NA,"Male",3,NA,"Adolescent","PND 21","Early postnatal",NA,"Adult","PND 67-73","Combination","toys, wheel","Exercise","Social","MS",NA,"Chronic",NA,"Stress first","Memory","Conditioning","Aversive","Inhibitory avoidance","Freezing time","sec","no",NA,1,"Fig. 4b",9,0.06,NA,0.09,"0.03",NA,NA,9,0.03,NA,0.03,"0.01",NA,NA,7,0.005,NA,0.01,"0.004",NA,NA,7,0.11,NA,0.09,"0.03",NA,NA,"CC = AFR NE, EC = AFR EE, CS = MS NE, ES = MS EE",3,NA,1,NA,NA,NA,NA,NA,NA,0.767255152713668,0.280538927320717,0.245122458032985,0.280538927320717,3.78418963391826,1.02817132362587,0.569979155429181,1.42648907747918,0.189993051809727,1.42648907747918,2.05192495954505,0.513012699149379,-0.693147180559945,0.361111111111111,-2.484906649788,0.821428571428572,0.606135803570316,0.345631641086187,3.09104245335832,0.667060212514758,1.29928298413026,0.206742752197298,0.767255152713668,0.245122458032985,3.78418963391826,-0.693147180559945,-2.484906649788,0.606135803570316,3.09104245335832,1.29928298413026,0.569979155429181,0.189993051809727,2.05192495954505
"89",28,"Zubedat",2015,91,"Rat","Wistar",NA,"Male",3,NA,"Adolescent","PND 30","Prenatal",NA,"Adult","PND 95","Combination","objects, wheel","Exercise","Social","Combination","swim, mirror, restraint","Acute",NA,"Stress first","Learning","Conditioning","Aversive","Rotor rod test","latency","sec","no",NA,1,"Fig. 3b",12,66.14,NA,6.37,"1.84",NA,NA,12,67.37,NA,13.48,"3.89",NA,NA,12,92.76,NA,8.52,"2.46",NA,NA,12,98.7,NA,8.52,"2.46",NA,NA,"CC = control, EC = EE, CS = PS, ES = PS + EE",3,NA,1,NA,NA,NA,NA,NA,NA,0.0441343126759914,0.00114189537953802,0.360502528116204,0.00114189537953802,0.0436433266331822,0.00543327865588629,0.37403249456783,0.922735175289136,3.02303808371071,0.922735175289136,0.491406708344346,0.33479062819784,0.0184261074189225,0.00410928441951143,0.338241804833685,0.00147601596292073,0.40031123888579,0.0013939417630077,0.0620694340521046,0.00132399423637487,0.381885131466867,0.00395726269296557,0.0441343126759914,0.360502528116204,0.0436433266331822,0.0184261074189225,0.338241804833685,0.40031123888579,0.0620694340521046,0.381885131466867,0.37403249456783,3.02303808371071,0.491406708344346
"90",30,"Monteiro",2014,94,"Mouse","Swiss",NA,"Male",5,NA,"Adolescent",NA,"Adolescent",NA,"Adolescent",NA,"Objects",NA,"No exercise","Social","Density","Housed in isolation","Chronic",NA,"Concurrently","Memory","Recognition","Not applicable","Social recognition","Social investigation","sec","no","Took difference between TR and TT. SD calculated as SD^2[1] + SD^2[2] - 2*0.5SD[1]SD[2] where 0.5 = correlation",1,"Fig. 1d",4,22.2,NA,19.05247,"10.34, 8. 42",NA,NA,4,47.09,NA,30.8322,"17.6, 11.11",NA,NA,4,1.91,NA,23.12236,"10.72, 12.25",NA,NA,4,17.23,NA,18.09993,"8.42, 9.57",NA,NA,"CC = GH, EC = GH + EE, CS = SI, ES = SI + EE",3,NA,3,NA,NA,NA,NA,"N calculated from df ((1 + 15) + 1)/4",NA,0.981243932677631,0.46329655374762,-1.28652020961448,0.46329655374762,1.44758043310407,37.2056836811025,0.86202008421655,1.73615725118542,-1.07511333557473,1.73615725118542,-0.410322417605192,1.02322120704977,0.751968375377229,0.291309668537789,-2.4529890468197,36.8226272111807,-0.253440238338396,0.460017044364339,2.1995488084813,36.9143740125647,-1.00540861371563,0.383056469921748,0.981243932677631,-1.28652020961448,1.44758043310407,0.751968375377229,-2.4529890468197,-0.253440238338396,2.1995488084813,-1.00540861371563,0.86202008421655,-1.07511333557473,-0.410322417605192
"91",31,"Grace",2009,95,"Rat","Sprague-Dawley",NA,"Male",6,NA,"Adolescent","PND 29","Early postnatal",NA,"Adolescent","PND 50 -54","Wheel/trademill","Wheel","Exercise","Non-social","Density","Housed in isolation","Chronic",NA,"Stress first","Learning","Conditioning","Aversive","Morris water maze","Time to find platform","sec","no",NA,2,"Fig. 3",13,39.78,NA,21.16458599,"5.87",NA,NA,11,22.5,NA,8.656390703,"2.61",NA,NA,11,38.15,NA,7.561904522,"2.28",NA,NA,11,24.13,NA,9.297096321,"2.94",NA,NA,"CC = nMSnR, EC = nMSR, CS = MSnR, ES = MSR",3,NA,3,NA,"Try contact authors re raw data of non-sig effects","29/06/2021","retired and data 'destroyed'","also states that other responses were measured and no differences were found.",NA,-0.51356687703524,0.0132764646811341,0,0.0132764646811341,0.111779086121926,0.0522976176255336,-1.16642107777742,7.9105068388424,0,7.9105068388424,0.242973336329355,0.364438807592561,-0.569848964215452,0.0352304224776633,-0.04183851569536,0.0253461688256865,-0.499908393788886,0.0352698712764384,-0.458069878093526,0.0170671951478703,0.0699405704265663,0.0269514487998471,0.51356687703524,0,-0.111779086121926,0.569848964215452,0.04183851569536,0.499908393788886,0.458069878093526,-0.0699405704265663,1.16642107777742,0,-0.242973336329355
